suite,operation,engine,index_type,metric,wal,num_base,k,concurrency,scenario,selectivity,ops,throughput_ops_sec,recall_at_k,mean_ms,p50_ms,p95_ms,p99_ms,failed
vector_search,insert,vector,"IVF64,Flat",L2,False,50000,0,16,,-1.0,50000,21337.295365240236,-1.0,0.6785156512802268,0.5331119998572831,1.3610230000722368,2.6216160001695243,0
vector_search,search,vector,"IVF64,Flat",L2,False,50000,10,1,,-1.0,10000,1916.9801696675015,0.53842,0.5103919523997547,0.48653099997864047,0.7031909999568597,0.8795620001365023,0
vector_search,search,vector,"IVF64,Flat",L2,False,50000,10,2,,-1.0,10000,2895.5830726006375,0.53842,0.666930287499531,0.6496720000086498,0.8777020000252378,1.1408729999402567,0
vector_search,search,vector,"IVF64,Flat",L2,False,50000,10,4,,-1.0,10000,5601.026901233944,0.53842,0.6641649803005748,0.6172710000100778,1.0069229999771778,1.3041330000760354,0
vector_search,search,vector,"IVF64,Flat",L2,False,50000,10,8,,-1.0,10000,7798.915720647908,0.53842,0.9011463654009958,0.8385420001104649,1.4493339999717136,1.7323040001429035,0
vector_search,search,vector,"IVF64,Flat",L2,False,50000,10,16,,-1.0,10000,8079.634108338873,0.53842,1.5943994851010757,1.4596139999412117,2.9458169999543315,4.086789999973917,0
vector_search,insert,vector,"IVF64,Flat",L2,True,50000,0,16,,-1.0,50000,626.2790272600693,-1.0,25.42823336698034,25.290233000077933,28.84157299990875,30.378125999959593,0
vector_search,search,vector,"IVF64,Flat",L2,True,50000,10,1,,-1.0,10000,2025.1203133090748,0.5465200000000001,0.4824337126982755,0.4591310000705562,0.6479720000243105,0.8335620000252675,0
vector_search,search,vector,"IVF64,Flat",L2,True,50000,10,2,,-1.0,10000,2903.8085202643797,0.5465200000000001,0.6655973998995932,0.6521809998503159,0.858972000060021,1.1253330001181894,0
vector_search,search,vector,"IVF64,Flat",L2,True,50000,10,4,,-1.0,10000,5579.090191250522,0.5465200000000001,0.6615400947984881,0.6137119999038987,1.0121719999460765,1.3170929998977954,0
vector_search,search,vector,"IVF64,Flat",L2,True,50000,10,8,,-1.0,10000,7737.353546898439,0.5465200000000001,0.8974914872003182,0.8328730000357609,1.4309740001863247,1.761644999987766,0
vector_search,search,vector,"IVF64,Flat",L2,True,50000,10,16,,-1.0,10000,8189.1620101352155,0.5465200000000001,1.5962695915996847,1.459853999904226,2.9254279997985577,4.102531000171439,0
