suite,operation,engine,index_type,metric,wal,num_base,k,concurrency,scenario,selectivity,ops,throughput_ops_sec,recall_at_k,mean_ms,p50_ms,p95_ms,p99_ms,failed
metadata_filter,insert,vector,Flat,L2,False,100000,0,16,,-1.0,100000,26713.330930720243,-1.0,0.5435954864658925,0.42653999844333157,0.9098099999391707,4.606058000717894,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,1,category_eq,0.1,10000,149.49111185866255,0.99998,6.674738374010303,6.621047999942675,8.21051700040698,8.663877000799403,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,2,category_eq,0.1,10000,273.5117639600885,0.99998,7.2172956798978705,6.783838000046671,12.063957001373637,14.431477000471205,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,4,category_eq,0.1,10000,544.3557656180687,0.99998,7.267076170499058,6.993807999606361,10.62103700132866,12.606857000719174,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,8,category_eq,0.1,10000,1086.1041052098274,0.99998,7.192613636995338,6.957938001505681,10.120377999555785,12.555186998724821,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,16,category_eq,0.1,10000,1865.1140349810169,0.99998,7.925393603697922,7.262787999934517,12.772977001077379,18.882136000684113,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,1,year_between,0.2,10000,74.07688606723893,0.99995,13.484311326996249,13.473156999680214,15.113127999939024,15.805355998963933,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,2,year_between,0.2,10000,140.18477777455624,0.99995,14.212364241004616,13.888188001146773,16.816617999211303,26.723287999629974,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,4,year_between,0.2,10000,268.1496859021073,0.99995,14.83105348589979,14.199547998941853,20.891758000288974,25.028828998983954,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,8,year_between,0.2,10000,528.4494533708736,0.99995,14.904500402002668,14.524998998240335,19.77890899979684,23.719299000731553,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,16,year_between,0.2,10000,871.1916645031964,0.99995,17.69452784550449,16.637499000353273,26.479370000743074,35.25703000013891,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,1,price_lt_500_and_cat_in,0.15,10000,93.3621859835399,0.9999600000000001,10.69616555110115,10.468849999597296,12.58546999997634,13.17213000038464,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,2,price_lt_500_and_cat_in,0.15,10000,172.7837637667104,0.9999600000000001,11.526770963408126,10.972050000418676,16.32166099989263,22.44455099935294,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,4,price_lt_500_and_cat_in,0.15,10000,321.94272592089504,0.9999600000000001,12.348041876686148,11.756470999898738,17.88300099906337,20.976720999897225,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,8,price_lt_500_and_cat_in,0.15,10000,607.6858656649231,0.9999600000000001,12.880269842117013,12.590741000167327,17.066480999346823,20.646811000915477,0
metadata_filter,filtered_search,vector,Flat,L2,False,100000,10,16,price_lt_500_and_cat_in,0.15,10000,1019.8859547023546,0.9999600000000001,14.95530808800686,13.996560999657959,23.065931998644373,30.73526300067897,0
metadata_filter,insert,vector,Flat,L2,True,100000,0,16,,-1.0,100000,467.900978237909,-1.0,34.12519660864951,33.99183500005165,39.3298839990166,41.601513999921735,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,1,category_eq,0.1,10000,144.70625912760966,0.99998,6.895719073703913,6.825500999184442,8.505141000568983,8.96501100032765,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,2,category_eq,0.1,10000,255.5261842970444,0.99998,7.795679430292694,7.289960998605238,13.077403000352206,15.24764299938397,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,4,category_eq,0.1,10000,477.85255973408414,0.99998,8.28470704979154,7.938130998809356,12.12521199886396,14.457883000432048,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,8,category_eq,0.1,10000,914.4888621650724,0.99998,8.521671753294504,8.330960999956005,11.867821998748695,14.45059300021967,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,16,category_eq,0.1,10000,1549.5576108394857,0.99998,9.613574234899534,9.062150998943252,15.020722999906866,21.344583999962197,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,1,year_between,0.2,10000,65.97579123499389,0.99995,15.141122040303163,15.11214299898711,16.887063000467606,18.14915300019493,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,2,year_between,0.2,10000,129.97174058353949,0.99995,15.353309126891691,15.137663000132306,17.247544001293136,27.818135000416078,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,4,year_between,0.2,10000,250.61618694880377,0.99995,15.854801220512673,15.249463000145624,21.917014999417006,26.623735999237397,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,8,year_between,0.2,10000,484.09975937851317,0.99995,16.258025153896778,15.849642999455682,21.337984000638244,25.64972499931173,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,16,year_between,0.2,10000,823.5719698947343,0.99995,18.64326470490032,17.536473000291153,27.793895998911466,36.765357999684056,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,1,price_lt_500_and_cat_in,0.15,10000,88.97358810356934,0.9999600000000001,11.224240896613447,11.01572299921827,13.106931999573135,13.693423001313931,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,2,price_lt_500_and_cat_in,0.15,10000,163.20094419705185,0.9999600000000001,12.209776660592798,11.773715999879641,16.132144000948756,23.288983000384178,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,4,price_lt_500_and_cat_in,0.15,10000,311.064296088013,0.9999600000000001,12.768506782891928,12.256167001396534,17.945564999536145,21.198424001340754,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,8,price_lt_500_and_cat_in,0.15,10000,603.7152339920872,0.9999600000000001,13.056783612895561,12.753426999552175,17.428404999009217,21.005204998800764,0
metadata_filter,filtered_search,vector,Flat,L2,True,100000,10,16,price_lt_500_and_cat_in,0.15,10000,1021.824753746879,0.9999600000000001,14.97411028309325,14.054815999770653,23.128355000153533,30.865013000948238,0
