suite,operation,engine,index_type,metric,wal,num_base,k,concurrency,scenario,selectivity,ops,throughput_ops_sec,recall_at_k,mean_ms,p50_ms,p95_ms,p99_ms,failed
vector_search,insert,vector,Flat,L2,False,500000,0,16,,-1.0,500000,31063.10266706822,-1.0,0.48434263155816004,0.40779000119073316,0.9737300006236183,1.418789999661385,0
vector_search,search,vector,Flat,L2,False,500000,10,1,,-1.0,10000,55.827048859684346,0.9985,17.89100658589214,17.793471000913996,19.23436100150866,19.888930999513832,0
vector_search,search,vector,Flat,L2,False,500000,10,2,,-1.0,10000,105.32609324556024,0.9985,18.937800330486787,18.77602100103104,20.85087100022065,21.891100999710034,0
vector_search,search,vector,Flat,L2,False,500000,10,4,,-1.0,10000,174.31363202930805,0.9985,22.7801310942983,22.646412000540295,26.1827930007712,29.01860300153203,0
vector_search,search,vector,Flat,L2,False,500000,10,8,,-1.0,10000,247.33391525858033,0.9985,31.87662142100453,31.31660300095973,40.91354400043201,45.40559499946539,0
vector_search,search,vector,Flat,L2,False,500000,10,16,,-1.0,10000,292.47152511811015,0.9985,53.062634183308724,50.95572599930165,79.74594899860676,91.57425100056571,0
vector_search,insert,vector,Flat,L2,True,500000,0,16,,-1.0,500000,591.173791723024,-1.0,27.030684746089033,26.746753999759676,32.05988399895432,35.16008500082535,0
vector_search,search,vector,Flat,L2,True,500000,10,1,,-1.0,10000,55.27482593572447,0.99851,18.069804160094463,17.991583999901195,19.281179998870357,19.854703999953927,0
vector_search,search,vector,Flat,L2,True,500000,10,2,,-1.0,10000,104.08364182681893,0.99851,19.16412379258854,19.03544100059662,20.936801000061678,21.960721000141348,0
vector_search,search,vector,Flat,L2,True,500000,10,4,,-1.0,10000,172.43733305595987,0.99851,23.010079473400765,22.87002200137067,26.506960999540752,29.35193099983735,0
vector_search,search,vector,Flat,L2,True,500000,10,8,,-1.0,10000,235.3869005502631,0.99851,33.47571985629547,32.849723000254016,43.045512999015045,48.49106300025596,0
vector_search,search,vector,Flat,L2,True,500000,10,16,,-1.0,10000,284.62808755927153,0.99851,54.2854729666873,52.09286399986013,80.81136600048922,95.83339699929638,0
