suite,operation,engine,index_type,metric,wal,num_base,k,concurrency,scenario,selectivity,ops,throughput_ops_sec,recall_at_k,mean_ms,p50_ms,p95_ms,p99_ms,failed
vector_search,insert,vector,PQ16,L2,False,500000,0,16,,-1.0,500000,17559.398923608256,-1.0,0.8722345338280575,0.47428099787794054,3.6222009985067416,7.142063001083443,0
vector_search,search,vector,PQ16,L2,False,500000,10,1,,-1.0,10000,287.33863332233756,0.55814,3.458346817689744,3.3489310008008033,4.1865210005198605,5.265782001515618,0
vector_search,search,vector,PQ16,L2,False,500000,10,2,,-1.0,10000,515.6738750211915,0.55814,3.827382204883179,3.39271100165206,6.3129519985523075,7.148573000449687,0
vector_search,search,vector,PQ16,L2,False,500000,10,4,,-1.0,10000,862.4811100712252,0.55814,4.503313815406,4.109522000362631,6.675051998172421,8.34619300076156,0
vector_search,search,vector,PQ16,L2,False,500000,10,8,,-1.0,10000,1413.847459944932,0.55814,5.263530259601976,4.988871998648392,7.59299200217356,8.747012998355785,0
vector_search,search,vector,PQ16,L2,False,500000,10,16,,-1.0,10000,1898.8788529148203,0.55814,6.945597845119846,6.813902000430971,9.797492999496171,11.73191400084761,0
vector_search,insert,vector,PQ16,L2,True,500000,0,16,,-1.0,500000,640.9613369427237,-1.0,24.927451047621762,24.783546999969985,28.539296999952057,30.567747002351098,0
vector_search,search,vector,PQ16,L2,True,500000,10,1,,-1.0,10000,289.68708258868406,0.55762,3.430872697881932,3.317100999993272,4.163231002166867,5.28898099946673,0
vector_search,search,vector,PQ16,L2,True,500000,10,2,,-1.0,10000,514.5497105039367,0.55762,3.8282267948317896,3.389670000615297,6.338940998830367,7.053432000247994,0
vector_search,search,vector,PQ16,L2,True,500000,10,4,,-1.0,10000,868.6100191140226,0.55762,4.474233922699932,4.119789999094792,6.651190997217782,8.27393200233928,0
vector_search,search,vector,PQ16,L2,True,500000,10,8,,-1.0,10000,1405.0324488679992,0.55762,5.240377774789522,4.896151000139071,7.627162001881516,8.761441000388004,0
vector_search,search,vector,PQ16,L2,True,500000,10,16,,-1.0,10000,1745.4284231830939,0.55762,7.075394103099461,6.933021999429911,10.038701999292243,11.807783001131611,0
