suite,operation,engine,index_type,metric,wal,num_base,k,concurrency,scenario,selectivity,ops,throughput_ops_sec,recall_at_k,mean_ms,p50_ms,p95_ms,p99_ms,failed
vector_search,insert,vector,"IVF256,PQ16",L2,False,1000000,0,16,,-1.0,1000000,21861.741591420963,-1.0,0.6688756763053753,0.42019000102300197,1.2874809981440194,5.519999998796266,0
vector_search,search,vector,"IVF256,PQ16",L2,False,1000000,10,1,,-1.0,10000,1650.1512058800474,0.35431999999999997,0.5733178046852118,0.5473310011439025,0.7894899972598068,0.9527400034130551,0
vector_search,search,vector,"IVF256,PQ16",L2,False,1000000,10,2,,-1.0,10000,2347.78673995046,0.35431999999999997,0.7714619888851303,0.7530200018663891,0.9860899954219349,1.1595300020417199,0
vector_search,search,vector,"IVF256,PQ16",L2,False,1000000,10,4,,-1.0,10000,4256.183576200453,0.35431999999999997,0.7191524969995953,0.682869998854585,0.9949599989340641,1.164449997304473,0
vector_search,search,vector,"IVF256,PQ16",L2,False,1000000,10,8,,-1.0,10000,4832.9373020771345,0.35431999999999997,0.8785259882824903,0.8439800003543496,1.1982509968220256,1.4239700030884705,0
vector_search,search,vector,"IVF256,PQ16",L2,False,1000000,10,16,,-1.0,10000,3904.460192395816,0.35431999999999997,1.275674760563561,1.2192499998491257,1.9481499984976836,2.512930004741065,0
vector_search,insert,vector,"IVF256,PQ16",L2,True,1000000,0,16,,-1.0,1000000,584.9585560092829,-1.0,27.316149725982527,26.962983996781986,32.62588499637786,36.47347499645548,0
vector_search,search,vector,"IVF256,PQ16",L2,True,1000000,10,1,,-1.0,10000,1682.8507653238657,0.3527,0.5632406661912682,0.5381699957069941,0.7613900015712716,0.9201800057780929,0
vector_search,search,vector,"IVF256,PQ16",L2,True,1000000,10,2,,-1.0,10000,2397.922612309359,0.3527,0.7577582402867847,0.7440699992002919,0.9515700003248639,1.094219995138701,0
vector_search,search,vector,"IVF256,PQ16",L2,True,1000000,10,4,,-1.0,10000,4260.574912554849,0.3527,0.713726834213594,0.6781000047340058,0.9987509984057397,1.1391200023354031,0
vector_search,search,vector,"IVF256,PQ16",L2,True,1000000,10,8,,-1.0,10000,4884.533849795179,0.3527,0.8740800267878512,0.8389599970541894,1.181750005343929,1.3847809968865477,0
vector_search,search,vector,"IVF256,PQ16",L2,True,1000000,10,16,,-1.0,10000,3984.449187298345,0.3527,1.2853856185851327,1.2079799998900853,1.9344300017110072,2.4560800011386164,0
